t,theta
0.0,1.6152817696435802
0.005,1.6275536159466653
0.01,1.6444274046134073
0.015,1.6613011932801494
0.02,1.679708962734777
0.025,1.7027186745530618
0.03,1.7241944055834606
0.035,1.7502720789775166
0.04,1.7763497523715726
0.045,1.8039614065535141
0.05,1.8331070415233413
0.055,1.863786657281054
0.06,1.894466273038767
0.065,1.9266798695843652
0.07,1.9604274469178493
0.075,1.9926410434634478
0.08,2.0279226015848177
0.085,2.060136198130416
0.09,2.095417756251786
0.095,2.12916533358527
0.1,2.1644468917066395
0.105,2.1966604882522383
0.11,2.2288740847978366
0.115,2.2626216621313207
0.12,2.2933012778890336
0.125,2.3239808936467465
0.13,2.3531265286165737
0.135,2.380738182798515
0.14,2.406815856192571
0.145,2.431359548798741
0.15,2.454369260617026
0.155,2.4773789724353104
0.16,2.495786741889938
0.165,2.5157284921324514
0.17,2.531068300011308
0.17500000000000002,2.5464081078901644
0.18,2.5586799541932495
0.185,2.569417819708449
0.19,2.5770877236478773
0.195,2.5816896660115343
0.2,2.5862916083751912
0.20500000000000002,2.5878255891630766
0.21,2.5862916083751912
0.215,2.5832236467994196
0.22,2.5786217044357627
0.225,2.5709518004963345
0.23,2.5617479157690206
0.23500000000000001,2.5510100502538213
0.24,2.5372042231628504
0.245,2.5233983960718795
0.25,2.5080585881930233
0.255,2.4896508187383954
0.26,2.471243049283768
0.265,2.449767318253369
0.27,2.42829158722297
0.275,2.405281875404685
0.28,2.382272163586401
0.28500000000000003,2.3577284709802306
0.29,2.33318477837406
0.295,2.3071071049800045
0.3,2.2794954507980627
0.305,2.2534177774040067
0.31,2.2258061232220654
0.315,2.1981944690401236
0.32,2.172116795646068
0.325,2.1445051414641263
0.33,2.1184274680700703
0.335,2.0923497946760143
0.34,2.066272121281959
0.34500000000000003,2.041728428675788
0.35000000000000003,2.017184736069618
0.355,1.9941750242513334
0.36,1.9726992932209346
0.365,1.9527575429784212
0.37,1.9343497735237936
0.375,1.9174759848570515
0.38,1.902136176978195
0.385,1.8867963690993386
0.39,1.8745245227962535
0.395,1.8653206380689396
0.4,1.8545827725537403
0.405,1.8484468494021975
0.41000000000000003,1.8438449070385408
0.41500000000000004,1.8407769454627694
0.42,1.8392429646748838
0.425,1.8407769454627694
0.43,1.842310926250655
0.435,1.8453788878264263
0.44,1.8515148109779689
0.445,1.8561167533416258
0.45,1.863786657281054
0.455,1.872990542008368
0.46,1.8821944267356818
0.465,1.892932292250881
0.47000000000000003,1.9052041385539664
0.47500000000000003,1.9174759848570515
0.48,1.9297478311601366
0.485,1.9435536582511073
0.49,1.9604274469178493
0.495,1.9757672547967058
0.5,1.9926410434634478
0.505,2.007980851342304
0.51,2.026388620796932
0.515,2.04479639025156
0.52,2.061670178918302
0.525,2.0800779483729293
0.53,2.098485717827557
0.535,2.116893487282185
0.54,2.1353012567368124
0.545,2.155243006979326
0.55,2.172116795646068
0.555,2.1905245651006955
0.56,2.2073983537674375
0.5650000000000001,2.2242721424341796
0.5700000000000001,2.2396119503130363
0.5750000000000001,2.2564857389797783
0.58,2.2718255468586346
0.585,2.2856313739496055
0.59,2.299437201040576
0.595,2.3101750665557756
0.6,2.3224469128588607
0.605,2.33318477837406
0.61,2.342388663101374
0.615,2.350058567040802
0.62,2.3577284709802306
0.625,2.363864394131773
0.63,2.366932355707544
0.635,2.371534298071201
0.64,2.373068278859087
0.645,2.3746022596469727
0.65,2.3746022596469727
0.655,2.373068278859087
0.66,2.371534298071201
0.665,2.36846633649543
0.67,2.363864394131773
0.675,2.359262451768116
0.68,2.3531265286165737
0.685,2.346990605465031
0.6900000000000001,2.339320701525603
0.6950000000000001,2.3316507975861747
0.7000000000000001,2.3224469128588607
0.705,2.313243028131547
0.71,2.3025051626163475
0.715,2.291767297101148
0.72,2.2810294315859485
0.725,2.270291566070749
0.73,2.2580197197676637
0.735,2.2457478734645786
0.74,2.2334760271614935
0.745,2.2212041808584084
0.75,2.2089323345553233
0.755,2.1966604882522383
0.76,2.184388641949153
0.765,2.172116795646068
0.77,2.158310968555097
0.775,2.1475731030398975
0.78,2.136835237524698
0.785,2.124563391221613
0.79,2.1138255257064134
0.795,2.103087660191214
0.8,2.0923497946760143
0.805,2.084679890736586
0.81,2.0754760060092723
0.8150000000000001,2.067806102069844
0.8200000000000001,2.060136198130416
0.8250000000000001,2.0540002749788737
0.8300000000000001,2.047864351827331
0.835,2.043262409463674
0.84,2.040194447887903
0.845,2.0371264863121317
0.85,2.03405852473636
0.855,2.0325245439484747
0.86,2.0325245439484747
0.865,2.0325245439484747
0.87,2.03405852473636
0.875,2.035592505524246
0.88,2.0371264863121317
0.885,2.040194447887903
0.89,2.041728428675788
0.895,2.04479639025156
0.9,2.0493983326152168
0.905,2.052466294190988
0.91,2.057068236554645
0.915,2.060136198130416
0.92,2.064738140494073
0.925,2.0708740636456158
0.93,2.0754760060092723
0.935,2.081611929160815
0.9400000000000001,2.086213871524472
0.9450000000000001,2.0923497946760143
0.9500000000000001,2.0969517370396713
0.9550000000000001,2.103087660191214
0.96,2.1092235833427564
0.965,2.115359506494299
0.97,2.121495429645842
0.975,2.1276313527973842
0.98,2.133767275948927
0.985,2.1399031991004693
0.99,2.1445051414641263
